Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,Sex_female,Sex_male,Title_Master,Title_Miss,Title_Mr,Title_Mrs
0,3,4.0,3,2,3.3638415951183864,6,False,True,True,False,False,False
0,1,28.0,0,0,3.357621598945279,1,False,True,False,False,True,False
1,3,28.0,1,1,2.7878344138303452,3,False,True,True,False,False,False
1,2,29.0,0,0,2.4423470353692043,1,True,False,False,False,False,True
0,3,19.0,0,0,2.2146605719425225,1,False,True,False,False,True,False
1,3,17.0,4,2,2.188856327665703,7,True,False,False,True,False,False
0,3,26.0,2,0,2.2682524139135403,3,False,True,False,False,True,False
0,2,32.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
0,3,16.0,5,2,3.8691155044168695,8,True,False,False,True,False,False
0,2,21.0,0,0,4.310799125385514,1,False,True,False,False,True,False
0,3,26.0,1,0,2.737880811060884,2,False,True,False,False,True,False
1,3,32.0,0,0,4.051711901657239,1,False,True,False,False,True,False
0,3,25.0,0,0,2.157559320943788,1,False,True,False,False,True,False
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,3,28.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
1,2,0.83,0,2,3.4011973816621555,3,False,True,True,False,False,False
1,3,30.0,0,0,2.600836116795061,1,True,False,False,True,False,False
0,3,22.0,0,0,2.302585092994046,1,False,True,False,False,True,False
1,3,29.0,0,0,2.3513752571634776,1,False,True,False,False,True,False
1,3,28.0,0,0,2.1733302571367834,1,True,False,False,True,False,False
0,1,28.0,0,0,3.8732821771117156,1,False,True,False,False,True,False
1,2,17.0,0,0,2.4423470353692043,1,True,False,False,True,False,False
1,3,33.0,3,0,2.8243506567983707,4,True,False,False,False,False,True
0,3,16.0,1,3,3.5660053559634015,5,False,True,False,False,True,False
0,3,28.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
1,1,23.0,3,2,5.575949103146316,6,True,False,False,True,False,False
0,3,24.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,29.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,20.0,0,0,2.180891922715322,1,False,True,False,False,True,False
0,1,46.0,1,0,4.1299529896894684,2,False,True,False,False,True,False
0,3,26.0,1,2,3.0715352369694915,4,False,True,False,False,True,False
0,3,59.0,0,0,2.1102132003465894,1,False,True,False,False,True,False
0,3,28.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,1,71.0,0,0,3.57386695198272,1,False,True,False,False,True,False
1,1,23.0,0,1,4.164465907853638,2,False,True,False,False,True,False
1,2,34.0,0,1,3.1780538303479458,2,True,False,False,False,False,True
0,2,34.0,1,0,3.295836866004329,2,False,True,False,False,True,False
0,3,28.0,0,0,2.1855792552411137,1,True,False,False,True,False,False
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,1,21.0,0,1,4.360387947851531,2,False,True,False,False,True,False
0,3,33.0,0,0,2.267393053825037,1,False,True,False,False,True,False
0,3,37.0,2,0,2.188856327665703,3,False,True,False,False,True,False
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
1,3,21.0,0,0,2.157559320943788,1,True,False,False,True,False,False
1,3,28.0,0,0,2.1719067693519296,1,False,True,False,False,True,False
0,3,38.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
1,3,28.0,1,0,3.224857896545748,2,True,False,False,True,False,False
0,1,47.0,0,0,3.970291913552122,1,False,True,False,False,True,False
0,3,14.5,1,0,2.737880811060884,2,True,False,False,True,False,False
0,3,22.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,20.0,1,0,2.3818582738885534,2,True,False,False,True,False,False
0,3,17.0,0,0,2.738146075922933,1,True,False,False,True,False,False
0,3,21.0,0,0,2.188856327665703,1,False,True,False,False,True,False
0,3,70.5,0,0,2.169053700369523,1,False,True,False,False,True,False
0,2,29.0,1,0,3.091042453358316,2,False,True,False,False,True,False
0,1,24.0,0,1,5.515526544247129,2,False,True,False,False,True,False
0,3,2.0,4,2,3.4742929367327062,7,True,False,False,True,False,False
0,2,21.0,2,0,4.310799125385514,3,False,True,False,False,True,False
0,3,28.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,2,32.5,1,0,3.436268471383741,2,False,True,False,False,True,False
1,2,32.5,0,0,2.639057329615259,1,True,False,False,True,False,False
0,1,54.0,0,1,4.360387947851531,2,False,True,False,False,True,False
1,3,12.0,1,0,2.5048481563289,2,False,True,True,False,False,False
0,3,28.0,0,0,2.169053700369523,1,False,True,False,False,True,False
1,3,24.0,0,0,2.0969990034181696,1,False,True,False,False,True,False
1,3,28.0,1,1,3.1509523813392697,3,True,False,False,True,False,False
0,3,45.0,0,0,2.076311648670908,1,False,True,False,False,True,False
0,3,33.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,3,20.0,0,0,2.085672091430472,1,False,True,False,False,True,False
0,3,47.0,1,0,2.740840023925201,2,True,False,False,False,False,True
1,2,29.0,1,0,3.295836866004329,2,True,False,False,False,False,True
0,2,25.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,2,23.0,0,0,2.775447133088262,1,False,True,False,False,True,False
1,1,19.0,0,2,3.3062747934011893,3,True,False,False,True,False,False
0,1,37.0,1,0,3.9908341858524357,2,False,True,False,False,True,False
0,3,16.0,0,0,2.3240236363515288,1,False,True,False,False,True,False
0,1,24.0,0,0,4.384523514872469,1,False,True,False,False,True,False
0,3,28.0,0,2,2.7878344138303452,3,True,False,False,False,False,True
1,3,22.0,0,0,2.169053700369523,1,True,False,False,True,False,False
1,3,24.0,1,0,2.8243506567983707,2,True,False,False,False,False,True
0,3,19.0,0,0,2.0476928433652555,1,False,True,False,False,True,False
0,2,18.0,0,0,2.5257286443082556,1,False,True,False,False,True,False
0,2,19.0,1,1,3.6309854756950335,3,False,True,False,False,True,False
1,3,27.0,0,0,2.174274334826008,1,False,True,False,False,True,False
0,3,9.0,2,2,3.5660053559634015,5,True,False,False,True,False,False
0,2,36.5,0,2,3.295836866004329,3,False,True,False,False,True,False
0,2,42.0,0,0,2.639057329615259,1,False,True,False,False,False,False
0,2,51.0,0,0,2.6045398247325453,1,False,True,False,False,False,False
1,1,22.0,1,0,4.213607983048918,2,True,False,False,False,False,True
0,3,55.5,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,40.5,0,2,2.740840023925201,3,False,True,False,False,True,False
0,3,28.0,0,0,2.1177604059819726,1,False,True,False,False,True,False
0,1,51.0,0,1,4.133231886474144,2,False,True,False,False,True,False
1,3,16.0,0,0,2.167143305297764,1,True,False,False,True,False,False
0,3,30.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,28.0,0,0,2.2682524139135403,1,False,True,False,False,True,False
0,3,28.0,8,2,4.256321678298823,11,False,True,True,False,False,False
0,3,44.0,0,1,2.8390784635086144,2,False,True,False,False,True,False
1,2,40.0,0,0,2.8183982582710754,1,True,False,False,False,False,True
0,3,26.0,0,0,2.1719067693519296,1,False,True,False,False,True,False
0,3,17.0,0,0,2.2682524139135403,1,False,True,False,False,True,False
0,3,1.0,4,1,3.705920919968788,6,False,True,True,False,False,False
1,3,9.0,0,2,3.0692150503137943,3,False,True,True,False,False,False
1,1,28.0,0,1,4.02535169073515,2,True,False,False,False,False,True
0,3,45.0,1,4,3.3638415951183864,6,True,False,False,False,False,True
0,1,28.0,0,0,3.2930552230424524,1,False,True,False,False,True,False
0,3,28.0,0,0,4.051711901657239,1,False,True,False,False,True,False
0,1,61.0,0,0,3.5409593240373143,1,False,True,False,False,True,False
0,3,4.0,4,1,3.405355391810819,6,False,True,True,False,False,False
1,3,1.0,1,1,2.4959537387180646,3,True,False,False,True,False,False
0,3,21.0,0,0,2.188856327665703,1,False,True,False,False,True,False
0,1,56.0,0,0,3.4561841799918147,1,False,True,False,False,True,False
0,3,18.0,1,1,2.180891922715322,3,False,True,False,False,True,False
0,3,28.0,3,1,3.275887339030031,5,False,True,True,False,False,False
0,1,50.0,0,0,3.391567832686312,1,True,False,False,True,False,False
0,2,30.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,3,36.0,0,0,0.0,1,False,True,False,False,True,False
0,3,28.0,8,2,4.256321678298823,11,True,False,False,True,False,False
0,2,28.0,0,0,2.775708849576025,1,False,True,False,False,True,False
0,3,9.0,4,2,3.4777725458882283,7,False,True,True,False,False,False
1,2,1.0,2,1,3.6888794541139363,4,False,True,True,False,False,False
1,3,4.0,0,2,3.1365805821413706,3,True,False,False,True,False,False
0,1,28.0,0,0,3.9318256327243257,1,False,True,False,False,True,False
1,3,28.0,1,0,2.803360380906535,2,True,False,False,False,False,True
1,1,45.0,0,0,3.3160025355989236,1,False,True,False,False,True,False
0,3,40.0,1,1,2.803360380906535,3,False,True,False,False,True,False
0,3,36.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
1,2,32.0,0,0,2.639057329615259,1,True,False,False,False,False,True
0,2,19.0,0,0,2.639057329615259,1,False,True,False,False,True,False
1,3,19.0,1,0,2.180891922715322,2,True,False,False,True,False,False
1,2,3.0,1,1,3.295836866004329,3,False,True,True,False,False,False
1,1,44.0,0,0,3.357621598945279,1,True,False,False,False,False,True
1,1,58.0,0,0,4.993969182787072,1,True,False,False,True,False,False
0,3,28.0,0,0,2.169053700369523,1,False,True,False,False,True,False
0,3,42.0,0,1,2.241156397997397,2,False,True,False,False,True,False
1,3,28.0,0,0,2.169053700369523,1,True,False,False,True,False,False
0,2,24.0,0,0,2.639057329615259,1,True,False,False,True,False,False
0,3,28.0,0,0,2.3513752571634776,1,False,True,False,False,True,False
0,3,28.0,8,2,4.256321678298823,11,False,True,False,False,True,False
0,3,34.0,0,0,2.0143428636837015,1,False,True,False,False,True,False
0,3,45.5,0,0,2.1071782966514356,1,False,True,False,False,True,False
1,3,18.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,2.0,0,1,2.4390808375825834,2,True,False,False,True,False,False
0,3,32.0,1,0,2.8243506567983707,2,False,True,False,False,True,False
1,3,26.0,0,0,2.9850504252071306,1,False,True,False,False,True,False
1,3,16.0,0,0,2.169053700369523,1,True,False,False,True,False,False
1,1,40.0,0,0,3.4657359027997265,1,False,True,False,False,True,False
0,3,24.0,0,0,2.085672091430472,1,False,True,False,False,True,False
1,2,35.0,0,0,3.091042453358316,1,True,False,False,True,False,False
0,3,22.0,0,0,2.1102132003465894,1,False,True,False,False,True,False
0,2,30.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,3,28.0,1,0,2.169053700369523,2,False,True,False,False,True,False
1,1,31.0,1,0,4.738607824217808,2,True,False,False,True,False,False
1,3,27.0,0,0,2.188856327665703,1,True,False,False,True,False,False
0,2,42.0,1,0,3.332204510175204,2,False,True,False,False,True,False
1,1,32.0,0,0,4.347586575960343,1,True,False,False,True,False,False
0,2,30.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
1,3,16.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,2,27.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,3,51.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
1,1,38.0,1,0,4.51085950651685,2,False,True,False,False,True,False
0,3,22.0,0,0,2.336986519711378,1,False,True,False,False,True,False
1,2,19.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
0,3,20.5,0,0,2.1102132003465894,1,False,True,False,False,True,False
0,2,18.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,3,28.0,3,1,3.275887339030031,5,True,False,False,True,False,False
1,1,35.0,1,0,4.436455632600354,2,True,False,False,False,False,True
0,3,29.0,0,0,2.1719067693519296,1,False,True,False,False,True,False
0,2,59.0,0,0,2.6741486494265287,1,False,True,False,False,True,False
1,3,5.0,4,2,3.4777725458882283,7,True,False,False,True,False,False
0,2,24.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
0,3,28.0,0,0,2.145931282948669,1,True,False,False,True,False,False
0,2,44.0,1,0,3.295836866004329,2,False,True,False,False,True,False
1,2,8.0,0,2,3.305053521109253,3,True,False,False,True,False,False
0,2,19.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
0,2,33.0,0,0,2.5858825671280026,1,False,True,False,False,True,False
0,3,28.0,1,0,2.737880811060884,2,True,False,False,True,False,False
1,3,28.0,1,0,2.803360380906535,2,True,False,False,True,False,False
0,2,29.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
0,3,22.0,0,0,2.094945728215801,1,False,True,False,False,True,False
0,3,30.0,0,0,2.1071782966514356,1,False,True,False,False,True,False
0,1,44.0,2,0,4.51085950651685,3,False,True,False,False,False,False
0,3,25.0,0,0,2.1719067693519296,1,True,False,False,True,False,False
1,2,24.0,0,2,2.740840023925201,3,True,False,False,False,False,True
1,1,37.0,1,1,3.9806942251907276,3,False,True,False,False,True,False
0,2,54.0,1,0,3.295836866004329,2,False,True,False,False,False,False
0,3,28.0,0,0,2.1102132003465894,1,False,True,False,False,True,False
0,3,29.0,1,1,2.4390808375825834,3,True,False,False,False,False,True
0,1,62.0,0,0,3.3160025355989236,1,False,True,False,False,True,False
0,3,30.0,1,0,2.8390784635086144,2,False,True,False,False,True,False
0,3,41.0,0,2,3.0545906305603445,3,True,False,False,False,False,True
1,3,29.0,0,2,2.7878344138303452,3,True,False,False,False,False,True
1,1,28.0,0,0,4.384523514872469,1,True,False,False,False,False,True
1,1,30.0,0,0,4.471638793363569,1,True,False,False,True,False,False
1,1,35.0,0,0,6.240917354759096,1,True,False,False,True,False,False
1,2,50.0,0,1,3.295836866004329,2,True,False,False,False,False,True
0,3,28.0,0,0,2.169053700369523,1,False,True,False,False,True,False
1,3,3.0,4,2,3.4777725458882283,7,False,True,True,False,False,False
0,1,52.0,1,1,4.390118804571218,3,False,True,False,False,True,False
0,1,40.0,0,0,0.0,1,False,True,False,False,True,False
0,3,28.0,0,0,2.169053700369523,1,True,False,False,True,False,False
0,2,36.0,0,0,2.4423470353692043,1,False,True,False,False,True,False
0,3,16.0,4,1,3.705920919968788,6,False,True,False,False,True,False
1,3,25.0,1,0,2.1719067693519296,2,False,True,False,False,True,False
1,1,58.0,0,1,5.039951348430309,2,True,False,False,False,False,True
1,1,35.0,0,0,4.91730069488021,1,True,False,False,True,False,False
0,1,28.0,0,0,3.4657359027997265,1,False,True,False,False,True,False
1,3,25.0,0,0,0.0,1,False,True,False,False,True,False
1,2,41.0,0,1,3.0204248861443626,2,True,False,False,False,False,True
0,1,37.0,0,1,3.4242626545931514,2,False,True,False,False,True,False
1,3,28.0,0,0,2.169053700369523,1,True,False,False,True,False,False
1,1,63.0,1,0,4.368919865004903,2,True,False,False,True,False,False
0,3,45.0,0,0,2.169053700369523,1,True,False,False,True,False,False
0,2,28.0,0,0,0.0,1,False,True,False,False,True,False
0,3,7.0,4,1,3.405355391810819,6,False,True,True,False,False,False
1,3,35.0,1,1,3.056356895370426,3,True,False,False,False,False,True
0,3,65.0,0,0,2.169053700369523,1,False,True,False,False,True,False
0,3,28.0,0,0,2.180891922715322,1,False,True,False,False,True,False
0,3,16.0,0,0,2.3513752571634776,1,False,True,False,False,True,False
1,3,19.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,1,28.0,0,0,3.295836866004329,1,False,True,False,False,True,False
0,3,33.0,0,0,2.2682524139135403,1,False,True,False,False,True,False
1,3,30.0,0,0,2.3513752571634776,1,False,True,False,False,True,False
0,3,22.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
1,2,42.0,0,0,2.639057329615259,1,False,True,False,False,True,False
1,3,22.0,0,0,2.169053700369523,1,True,False,False,True,False,False
1,1,26.0,0,0,4.380149874661021,1,True,False,False,True,False,False
1,1,19.0,1,0,4.5226490762785785,2,True,False,False,False,False,True
0,2,36.0,0,0,2.630088659632498,1,False,True,False,False,True,False
0,3,24.0,0,0,2.2874714551839976,1,True,False,False,True,False,False
0,3,24.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,1,28.0,0,0,3.357621598945279,1,False,True,False,False,True,False
0,3,23.5,0,0,2.1076888046179385,1,False,True,False,False,True,False
0,1,2.0,1,2,5.027492411162679,4,True,False,False,True,False,False
1,1,28.0,0,0,3.449987545831587,1,False,True,False,False,True,False
1,1,50.0,0,1,5.515526544247129,2,True,False,False,False,False,True
1,3,28.0,0,0,2.169053700369523,1,True,False,False,True,False,False
1,3,28.0,2,0,3.188416617383492,3,False,True,False,False,True,False
0,3,19.0,0,0,0.0,1,False,True,False,False,True,False
1,2,28.0,0,0,2.5915163848462583,1,True,False,False,True,False,False
0,3,28.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
1,1,0.92,1,2,5.027492411162679,4,False,True,True,False,False,False
1,1,28.0,0,0,4.717456363787216,1,True,False,False,True,False,False
1,1,17.0,1,0,4.699570861409576,2,True,False,False,False,False,True
0,2,30.0,1,0,3.2188758248682006,2,False,True,False,False,True,False
1,1,30.0,0,0,4.0592215752427645,1,True,False,False,True,False,False
1,1,24.0,0,0,4.432699549165613,1,True,False,False,True,False,False
1,1,18.0,2,2,5.5735788721243535,5,True,False,False,True,False,False
0,2,26.0,1,1,3.295836866004329,3,True,False,False,False,False,True
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,2,43.0,1,1,3.305053521109253,3,False,True,False,False,True,False
1,3,26.0,0,0,2.180891922715322,1,True,False,False,True,False,False
1,2,24.0,1,0,3.295836866004329,2,True,False,False,False,False,True
0,2,54.0,0,0,2.70805020110221,1,False,True,False,False,False,False
1,1,31.0,0,2,5.11118445372147,3,True,False,False,True,False,False
1,1,40.0,1,1,4.908971640319756,3,True,False,False,False,False,True
0,3,22.0,0,0,2.1102132003465894,1,False,True,False,False,True,False
0,3,27.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
1,2,30.0,0,0,2.5915163848462583,1,True,False,False,True,False,False
1,2,22.0,1,1,3.4011973816621555,3,True,False,False,False,False,True
0,3,28.0,8,2,4.256321678298823,11,False,True,False,False,True,False
1,1,36.0,0,0,4.91730069488021,1,True,False,False,True,False,False
0,3,61.0,0,0,1.9792758428991135,1,False,True,False,False,True,False
1,2,36.0,0,0,2.639057329615259,1,True,False,False,False,False,True
1,3,31.0,1,1,3.0692150503137943,3,True,False,False,False,False,True
1,1,16.0,0,1,4.077184839375167,2,True,False,False,True,False,False
1,3,28.0,2,0,3.188416617383492,3,True,False,False,True,False,False
0,1,45.5,0,0,3.3843902633457743,1,False,True,False,False,True,False
0,1,38.0,0,1,5.039951348430309,2,False,True,False,False,True,False
0,3,16.0,2,0,2.9444389791664403,3,False,True,False,False,True,False
1,1,28.0,1,0,4.902678819257608,2,True,False,False,False,False,True
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,1,29.0,1,0,4.213607983048918,2,False,True,False,False,True,False
1,1,41.0,0,0,4.908971640319756,1,True,False,False,True,False,False
1,3,45.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,1,45.0,0,0,3.597312260588446,1,False,True,False,False,True,False
1,2,2.0,1,1,3.295836866004329,3,False,True,True,False,False,False
1,1,24.0,3,2,5.575949103146316,6,True,False,False,True,False,False
0,2,28.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,2,25.0,0,0,2.639057329615259,1,False,True,False,False,True,False
0,2,36.0,0,0,2.639057329615259,1,False,True,False,False,True,False
1,2,24.0,0,0,2.639057329615259,1,True,False,False,True,False,False
1,2,40.0,0,0,2.639057329615259,1,True,False,False,True,False,False
1,3,28.0,1,0,2.8390784635086144,2,True,False,False,False,False,True
1,3,3.0,1,1,2.827313621929028,3,False,True,True,False,False,False
0,3,42.0,0,0,2.2682524139135403,1,False,True,False,False,True,False
0,3,23.0,0,0,2.3248357019288655,1,False,True,False,False,True,False
0,1,28.0,0,0,3.58351893845611,1,False,True,False,False,True,False
0,3,15.0,1,1,2.1076888046179385,3,False,True,False,False,True,False
0,3,25.0,1,0,2.9338568698359033,2,False,True,False,False,True,False
0,3,28.0,0,0,2.1071782966514356,1,False,True,False,False,True,False
0,3,28.0,0,0,2.3513752571634776,1,False,True,False,False,True,False
1,1,22.0,0,1,4.02535169073515,2,True,False,False,True,False,False
0,2,38.0,0,0,2.639057329615259,1,True,False,False,True,False,False
1,3,28.0,0,0,2.1837114628556327,1,True,False,False,True,False,False
1,3,28.0,0,0,2.1837114628556327,1,True,False,False,True,False,False
0,3,40.0,1,4,3.3638415951183864,6,False,True,False,False,True,False
0,2,29.0,1,0,3.357621598945279,2,False,True,False,False,True,False
0,3,45.0,0,1,2.737880811060884,2,True,False,False,False,False,True
0,3,35.0,0,0,2.085672091430472,1,False,True,False,False,True,False
0,3,28.0,1,0,2.803360380906535,2,False,True,False,False,True,False
0,3,30.0,0,0,2.1102132003465894,1,False,True,False,False,True,False
1,1,60.0,1,0,4.334017415487521,2,True,False,False,False,False,True
1,3,28.0,0,0,2.1076888046179385,1,True,False,False,False,False,True
1,3,28.0,0,0,2.169053700369523,1,True,False,False,True,False,False
1,1,24.0,0,0,4.252771798816619,1,True,False,False,False,False,True
1,1,25.0,1,0,4.0332082470129285,2,False,True,False,False,True,False
0,3,18.0,1,0,2.0143428636837015,2,False,True,False,False,True,False
0,3,19.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
0,1,22.0,0,0,4.91730069488021,1,False,True,False,False,True,False
0,3,3.0,3,1,3.094445746490024,5,True,False,False,True,False,False
1,1,28.0,1,0,4.420896324687287,2,True,False,False,False,False,True
1,3,22.0,0,0,2.1102132003465894,1,True,False,False,True,False,False
0,1,27.0,0,2,5.358941988364472,3,False,True,False,False,True,False
0,3,20.0,0,0,1.6119347926326877,1,False,True,False,False,True,False
0,3,19.0,0,0,2.1719067693519296,1,False,True,False,False,True,False
1,1,42.0,0,0,5.4316456135398825,1,True,False,False,True,False,False
1,3,1.0,0,2,2.817902613071225,3,True,False,False,True,False,False
0,3,32.0,0,0,2.188856327665703,1,False,True,False,False,True,False
1,1,35.0,1,0,3.970291913552122,2,True,False,False,False,False,True
0,3,28.0,0,0,2.1855792552411137,1,False,True,False,False,True,False
0,2,18.0,0,0,4.310799125385514,1,False,True,False,False,True,False
0,3,1.0,5,2,3.8691155044168695,8,False,True,True,False,False,False
1,2,36.0,0,0,2.639057329615259,1,True,False,False,True,False,False
0,3,28.0,0,0,2.1666737276227077,1,False,True,False,False,True,False
1,2,17.0,0,0,2.5649493574615367,1,True,False,False,True,False,False
1,1,36.0,1,2,4.795790545596741,4,False,True,False,False,True,False
1,3,21.0,0,0,2.174274334826008,1,False,True,False,False,True,False
0,3,28.0,2,0,2.188856327665703,3,False,True,False,False,True,False
1,1,23.0,1,0,4.738607824217808,2,True,False,False,True,False,False
1,3,24.0,0,2,2.8735646395797834,3,True,False,False,False,False,True
0,3,22.0,0,0,2.174274334826008,1,False,True,False,False,True,False
0,3,31.0,0,0,2.180891922715322,1,True,False,False,True,False,False
0,2,46.0,0,0,3.295836866004329,1,False,True,False,False,True,False
0,2,23.0,0,0,2.4423470353692043,1,False,True,False,False,False,False
1,2,28.0,0,0,2.613739521630969,1,True,False,False,False,False,True
1,3,39.0,0,0,2.188856327665703,1,False,True,False,False,True,False
0,3,26.0,0,0,2.2027647577118348,1,False,True,False,False,True,False
